odbid,start_date,max_seats,max_arr
36198,2013-03-01,27,14288.4
36247,2013-09-01,10,2280
36313,2013-05-01,398,158238
36467,2013-06-01,69,26628
36522,2013-02-01,12,2736
36529,2013-01-01,27,10206
36565,2013-02-01,36,14700
36657,2013-03-01,20,8400
36768,2013-02-01,145,53288
36773,2013-04-01,27,9156
36803,2017-04-01,0,11203
36993,2013-02-01,106,53656
36994,2013-04-01,10,2280
37003,2013-03-01,14,7560
37004,2013-03-01,8,2940
37046,2013-02-01,21,12348
37131,2013-02-01,21,12348
37252,2013-04-01,1451,511923
37273,2013-04-01,101,49980
37284,2013-04-01,20,9996
37287,2013-05-01,55,28298
37524,2013-04-01,7,4116
37781,2013-07-01,25,13230
37784,2013-04-01,80,37632
37892,2013-04-01,25,9859.5
37899,2016-10-01,0,99543
37920,2013-03-01,30,6156
37977,2014-03-01,70,31899
38003,2013-08-01,13,2964
38086,2013-09-01,50,3825
38108,2013-06-01,120,56448
38116,2013-04-01,25,9450
38123,2013-03-01,10,5880
38128,2013-04-01,40,19440
38131,2013-04-01,16,3648
38212,2013-12-01,14,3192
38233,2013-03-01,15,6300
38235,2013-04-01,3,1260
38384,2013-04-01,40,19992
38452,2013-04-01,3,684
38485,2013-04-01,19,11172
38555,2013-10-01,305,128772
38558,2013-02-01,5,2100
38608,2013-05-01,73,35412.3
38624,2013-04-01,135,69465
38967,2013-05-01,3,1260
38978,2013-03-01,150,68355
39092,2013-04-01,3,1764
39096,2013-03-01,8,3360
39165,2013-06-01,14,5880
39179,2013-04-01,186,92961
39292,2013-05-01,50,26092.5
39367,2013-04-01,200,94080
39371,2013-07-01,27,15876
39465,2014-01-01,25,11392.5
39552,2013-09-01,10,4620
39627,2013-05-01,600,239908
39678,2013-04-01,260,91728
39685,2013-03-01,1,588
39733,2013-04-01,8,3360
39737,2013-05-01,8,1824
39765,2013-04-01,2,456
39883,2014-07-01,1,420
40165,2013-05-01,10,4095
40198,2014-04-01,20,8400
40229,2013-05-01,10,0
40395,2013-05-01,25,2500
40523,2013-04-01,25,2500
40599,2013-07-01,25,1500
40623,2013-06-01,35,16875.6
40713,2013-04-01,30,15876
40787,2013-04-01,38,15120
40832,2013-09-01,10,4200
40861,2014-04-01,20,8400
41048,2013-05-01,25,8925
41094,2013-03-01,2,840
41097,2013-11-01,7,1596
41101,2013-04-01,25,9450
41103,2013-04-01,20,8400
41203,2013-04-01,40,20698
41244,2013-05-01,58,1e4
41322,2013-07-01,475,216457.5
41410,2013-12-01,220,81228
41580,2013-07-01,5,1785
41659,2013-07-01,25,12495
41715,2013-06-01,4,2160
41745,2013-12-01,25,2500
41807,2013-11-01,25,12862.5
41833,2013-05-01,56,19992
41893,2013-05-01,50,25725
41949,2013-12-01,6,3528
41976,2013-07-01,25,2500
42041,2013-08-01,35,16800
42147,2013-05-01,75,26250
42158,2013-07-01,18,7560
42166,2013-09-01,11,4620
42204,2013-07-01,600,281400
42226,2013-05-01,1,228
42312,2013-11-01,3,1764
42326,2014-06-01,18,9996
42332,2013-05-01,25,13230
42387,2013-10-01,3,684
42402,2013-07-01,8,3360
42458,2013-06-01,175,59640
42471,2013-08-01,5,2100
42483,2013-07-01,25,11025
42503,2013-05-01,3500,981960
42638,2013-09-01,1,420
42653,2013-07-01,112,59929
42848,2013-07-01,35,16464
42851,2013-06-01,15,8820
42899,2013-07-01,15,6300
42912,2013-08-01,35,13230
42967,2013-07-01,25,14700
42977,2013-06-01,70,38220
42979,2013-08-01,195,91728
43090,2013-07-01,137,68473
43095,2013-09-01,5,2100
43233,2014-02-01,27,15876
43297,2016-03-01,450,198450
43382,2013-08-01,9,3780
43521,2013-06-01,64,30223.2
43532,2013-09-01,27,14288.4
43548,2013-08-01,180,89859
43560,2013-06-01,28,15120
43679,2013-06-01,2,840
43768,2013-06-01,1,420
43793,2013-06-01,31,17052
43843,2013-06-01,50,24255
43993,2013-06-01,22,9240
44180,2013-07-01,450,201390
44202,2013-07-01,50,24255
44255,2013-06-01,3,684
44264,2013-08-01,25,12495
44354,2014-08-01,17,7140
44432,2013-07-01,10,4200
44469,2013-10-01,10,4095
44502,2014-05-01,15,6300
44511,2013-07-01,335,179895
44536,2014-10-01,83,40983.6
44578,2013-10-01,15,1500
44642,2013-07-01,15,6300
44672,2013-09-01,60,22680
44681,2013-07-01,17,13416
44687,2013-07-01,2,456
44736,2013-07-01,1,228
44789,2013-07-01,58,30693.600000000002
44837,2013-07-01,160,79968
44842,2013-12-01,87,47012
44878,2013-08-01,15,9820
44929,2013-09-01,27,15346.8
44960,2013-09-01,1,120
44963,2013-07-01,35,18522
45014,2014-03-01,100,58800
45062,2013-07-01,225,112602
45063,2013-07-01,175,62706
45065,2013-10-01,145,83496
45089,2014-01-01,38,18169.2
45112,2013-08-01,15,8820
45143,2013-09-01,100,42881.74
45149,2013-11-01,50,21420
45225,2013-09-01,120,62093
45231,2013-09-01,21,12348
45236,2013-08-01,30,12075
45346,2013-09-01,2,840
45363,2013-07-01,7,2940
45477,2013-10-01,395,197421
45497,2013-08-01,26,12474
45524,2013-09-01,6,2520
45526,2013-09-01,119,57726.9
45565,2015-08-01,1,529.2
45568,2013-11-01,350,159495
45574,2013-10-01,4,1680
45728,2013-12-01,260,129948
45908,2013-12-01,75,25200
45932,2013-10-01,11,4620
46066,2013-09-01,40,21168
46086,2014-01-01,172,81643.8
46259,2013-12-01,10,5733
46383,2013-10-01,5,2940
46415,2013-09-01,80,39984
46430,2013-09-01,92,46523
46582,2014-01-01,20,11760
46618,2014-01-01,12,7056
46672,2013-10-01,25,2500
46715,2013-12-01,13,5460
46747,2013-09-01,16,6720
46862,2014-01-01,5,2100
46885,2014-04-01,15,1500
46898,2013-10-01,3,456
46953,2013-09-01,1,588
46991,2013-10-01,3,1260
47063,2013-12-01,60,21743.26
47097,2013-10-01,6,2520
47105,2013-10-01,3,684
47127,2014-08-01,13,5187
47130,2013-10-01,11,4620
47131,2013-10-01,7,1596
47171,2013-10-01,6,3240
47266,2013-11-01,2,456
47345,2013-10-01,10,5292
47355,2013-10-01,15,8820
47406,2013-08-01,35,11781
47591,2014-04-01,11,6468
47727,2013-11-01,8,3360
47821,2013-10-01,15,6300
47822,2013-12-01,10,4095
47851,2013-10-01,1,228
47994,2013-11-01,45,23814
48002,2013-12-01,55,28959
48097,2013-10-01,180,68796
48112,2014-12-01,42,18346
48117,2013-10-01,25,2500
48119,2014-01-01,7,4116
48138,2013-10-01,15,8820
48170,2013-11-01,9,3780
48183,2013-10-01,300,117450
48205,2014-01-01,9,5292
48240,2013-10-01,6,3528
48332,2013-10-01,4,4344
48362,2013-11-01,1035,445057
48387,2013-11-01,28,10584
48496,2013-11-01,15,3420
48702,2013-12-01,3,1764
48709,2013-12-01,14,4032
48713,2013-12-01,420,164863.2
48857,2014-01-01,10,4200
48866,2013-12-01,25,13230
48905,2014-01-01,25,2500
48911,2013-12-01,25,8662.5
48925,2013-12-01,80,35721
48950,2014-02-01,25,2500
48959,2013-12-01,126,66707
48962,2014-01-01,27,10962
49041,2013-12-01,13,2964
49080,2014-01-01,136,71944
49178,2013-12-01,37,10500
49226,2013-11-01,15,6300
49228,2013-12-01,38,16002
49230,2013-12-01,10,5880
49238,2013-11-01,1,228
49365,2014-01-01,3,1260
49435,2013-11-01,1,228
49442,2013-12-01,25,2500
49496,2014-01-01,25,2500
49577,2013-12-01,15,7938
49593,2014-01-01,265,121538
49618,2014-03-01,5,1864
49635,2013-12-01,10,4200
49652,2013-12-01,26,2500
49726,2014-01-01,7,2646
49785,2014-11-01,447,176620.5
49898,2014-01-01,15,8820
49913,2014-03-01,35,18007.5
49953,2014-01-01,75,36382.5
49978,2014-01-01,315,147637
50232,2014-01-01,54,28576.800000000003
50236,2013-12-01,200,98884
50294,2014-07-01,15,6300
50323,2014-05-01,10,4200
50375,2016-10-01,0,13941
50556,2014-01-01,17,9496.2
50686,2014-01-01,7,3704.4
50726,2014-03-01,49,26812.8
50872,2014-01-01,38,19580.4
50894,2014-02-01,175,84892.5
50943,2014-01-01,10,4200
50952,2014-02-01,15,5670
51049,2014-02-01,50,21900
51077,2014-05-01,8,4320
51123,2014-01-01,65,31531.5
51175,2014-05-01,6,2520
51178,2014-04-01,103,38934
51253,2014-05-01,15,6300
51323,2014-10-01,25,2500
51353,2014-01-01,1600,561911
51415,2014-02-01,17,9996
51429,2014-03-01,1,420
51443,2014-01-01,150,70560
51534,2014-01-01,7,2646
51535,2014-01-01,2,840
51631,2014-03-01,100,48510
51654,2014-01-01,5200,1629701
51692,2014-02-01,13,5460
51703,2014-02-01,28,14935.2
51841,2014-04-01,6,3528
51880,2016-07-01,135,13770
51883,2014-05-01,10,5880
51946,2014-04-01,13,7644
52025,2014-03-01,2,1176
52139,2014-05-01,182,47088
52446,2014-05-01,8,3360
52467,2014-03-01,80,40140
52495,2014-03-01,61,31458
52568,2014-02-01,5,2940
52707,2014-04-01,5,2940
52749,2014-04-01,6,2520
52814,2014-02-01,15,8379
52863,2014-03-01,20,8400
53047,2014-03-01,28,16464
53090,2014-04-01,5,2100
53142,2014-05-01,55,32281.2
53220,2014-05-01,125,49980
53326,2016-03-01,150,73500
53362,2014-03-01,25,9450
53370,2014-04-01,26,12289.2
53585,2014-04-01,34,15606
53781,2014-03-01,25,13965
53885,2014-08-01,93,49216
53893,2014-05-01,25,14700
54012,2014-05-01,117,61916.4
54079,2014-05-01,7,4116
54107,2014-05-01,45,26460
54116,2014-09-01,15,8820
54117,2014-07-01,191,87600
54157,2014-04-01,20,0
54278,2014-07-01,8,3360
54283,2014-07-01,7,2940
54449,2014-04-01,30,0
54457,2014-04-01,650,269616
54489,2014-05-01,55,30920
54541,2014-04-01,10,4080
54548,2014-05-01,10,1223.08
54559,2014-07-01,100,52626
54584,2014-05-01,29,14067.9
54616,2014-05-01,80,35019.75
54683,2014-07-01,53,24931.2
54689,2014-05-01,15,8820
54897,2014-05-01,50,26460
54946,2015-08-01,30,16758
55019,2015-09-01,16,6720
55058,2014-06-01,10,5292
55199,2014-07-01,16,9408
55237,2014-06-01,17,6825
55421,2014-06-01,5,600
55465,2015-05-01,30,15876
55474,2014-06-01,172,80908.8
55492,2014-05-01,35,13965
55493,2014-07-01,19,7161
55504,2014-07-01,10,4200
55518,2014-06-01,45,25137
55590,2014-07-01,5,2100
55600,2014-06-01,14,8232
55645,2015-04-01,7,2940
55665,2014-07-01,5,2940
55722,2014-06-01,25,13597.5
55727,2014-07-01,7,2940
55796,2014-06-01,15,6300
55900,2014-07-01,15,7585.2
55918,2014-06-01,50,19462
55932,2014-06-01,37,14763
55933,2014-07-01,7,2940
56008,2014-08-01,750,330750
56013,2014-06-01,30,16464
56102,2014-09-01,25,15700
56112,2014-07-01,396,158336.64
56141,2014-06-01,150,67620
56157,2014-07-01,110,58241
56291,2014-09-01,100,47040
56356,2014-06-01,6,2520
56378,2014-08-01,162,76204.8
56488,2014-07-01,10,5292
56492,2014-07-01,24,10080
56512,2015-10-01,44,4752
56514,2014-10-01,145,72471
56542,2014-08-01,25,7200
56574,2015-01-01,256,123582
56579,2014-10-01,35,20580
56905,2014-09-01,665,312816
56929,2014-08-01,13,6468
56945,2014-10-01,43,15876
57006,2014-07-01,25,11760
57054,2014-10-01,18,24793.440000000002
57098,2014-09-01,20,10819.2
57148,2014-07-01,112,37044
57153,2014-09-01,85,43732.5
57227,2014-08-01,2,1176
57322,2014-07-01,6,2520
57374,2014-09-01,20,11760
57454,2014-07-01,1,588
57513,2014-07-01,3,1260
57552,2014-09-01,50,24990
57632,2014-07-01,25,2500
57639,2014-07-01,1,588
57953,2014-11-01,20,8400
58074,2014-09-01,150,59388
58104,2014-09-01,28,13167
58175,2014-10-01,88,42240
58185,2014-08-01,1,588
58274,2016-01-01,85,44931
58319,2014-09-01,191,101077.2
58444,2015-02-01,25,9450
58584,2014-09-01,55,30723
58595,2014-10-01,30,11907
58633,2014-12-01,88,37913
58670,2014-11-01,30,15435
58819,2014-10-01,18,7560
59098,2015-03-01,100,38640
59123,2014-09-01,25,2500
59162,2015-03-01,16,9408
59214,2015-01-01,19,7980
59226,2014-09-01,20,10819.2
59227,2014-11-01,11,5880
59319,2014-09-01,12,6915
59351,2014-11-01,4450,1389881
59352,2014-11-01,5,2940
59381,2014-10-01,41,16716
59480,2014-09-01,390,155938
59483,2014-10-01,20,10584
59571,2014-11-01,25,13230
59577,2014-10-01,41,21697.2
59596,2014-10-01,49,16433
59661,2015-03-01,46,18838
59688,2016-09-01,5,2940
59737,2014-09-01,30,17640
59856,2014-12-01,350,153468
59858,2014-12-01,275,115101
59907,2014-11-01,16,8749.44
59964,2014-11-01,10,5880
59971,2014-11-01,4,2352
60158,2014-12-01,45,17010
60160,2014-10-01,25,14700
60162,2014-12-01,12,6350.4
60175,2015-06-01,15,5670
60309,2014-10-01,125,64171
60462,2014-10-01,650,264671
60507,2015-04-01,15,6300
60542,2014-12-01,25,13230
60668,2015-01-01,17,9496
60842,2015-01-01,30,11340
60936,2016-11-01,22,9240
60962,2015-01-01,650,304672
61104,2015-05-01,35,12936
61166,2015-01-01,14,6997.2
61210,2015-01-01,35,19551
61362,2014-12-01,75,22050
61391,2014-11-01,6064,1314030.08
61535,2014-12-01,22,12936
61569,2014-12-01,360,169918
61592,2014-12-01,40,21168
61639,2014-12-01,82,37346
61664,2014-12-01,25,14700
61743,2015-05-01,12,5040
61776,2015-02-01,47,23667
61780,2015-03-01,8,4320
61816,2015-08-01,240,119952
61885,2015-02-01,25,13303.5
61899,2015-03-01,150,62622
61970,2014-12-01,1e3,265188
61996,2015-01-01,8,4704
62006,2015-01-01,25,9975
62091,2015-03-01,53,25225.2
62148,2015-01-01,204,94162
62484,2016-05-01,65,23233
62491,2015-03-01,64,37632
62508,2016-10-01,0,680
62571,2015-01-01,33,17807
62656,2015-01-01,46,27048
62773,2015-01-01,32,17404.8
62827,2015-04-01,13,6696
62830,2015-01-01,104,59429
62869,2016-10-01,0,67164
62902,2015-06-01,10,4200
62905,2017-03-01,25,5250
62932,2015-03-01,45,22491
63018,2015-01-01,10,5880
63045,2015-03-01,30,15876
63279,2015-01-01,75,31311
63299,2015-01-01,1030,429176
63301,2015-01-01,1450,507459
63360,2015-01-01,95,53067
63421,2015-03-01,5,2940
63437,2015-02-01,20,7392
63466,2015-02-01,15,7497
63476,2015-02-01,3,1260
63489,2015-03-01,3,1260
63516,2015-03-01,22,9240
63527,2015-03-01,23,11495.4
63571,2015-01-01,310,128928
63572,2015-03-01,80,39984
63785,2016-12-01,18,7098
63871,2015-03-01,30,17228
63933,2015-04-01,25,14700
64001,2015-10-01,354,158150
64026,2015-06-01,17,9996
64049,2015-03-01,16,9408
64063,2015-07-01,85,42600
64103,2015-09-01,70,0
64169,2015-03-01,1,588
64570,2016-01-01,25,13230
64636,2015-04-01,13,6688.5
64692,2015-05-01,15,7497
64836,2015-06-01,46,30987
64998,2015-04-01,65,32487
65007,2015-04-01,20,11172
65009,2015-03-01,1,420
65036,2015-04-01,15,8158.5
65045,2015-03-01,25,14700
65056,2015-04-01,48,23289
65174,2015-03-01,35,0
65217,2016-01-01,13,5460
65290,2015-04-01,5,2793
65333,2015-07-01,7,2793
65347,2015-04-01,10,5880
65556,2015-03-01,24,8568
65622,2015-03-01,55,29870.4
65902,2015-04-01,88,36037
65938,2015-05-01,117,56757
65966,2015-04-01,33,8497
66122,2015-05-01,18,10584
66125,2015-04-01,50,26460
66130,2015-04-01,152,72503
66160,2015-07-01,12,6350.4
66187,2015-05-01,25,13230
66260,2015-05-01,24,8568
66270,2015-05-01,93,51838
66489,2015-06-01,75,36382.5
66515,2015-12-01,400,166862
66532,2015-05-01,7,4116
66610,2015-04-01,10,2880
66655,2015-08-01,17,6783
66658,2015-04-01,31,16405.2
66738,2015-04-01,10,5880
66784,2015-04-01,427,225969
66977,2015-08-01,70,33611
67137,2015-08-01,390,181163
67255,2015-07-01,350,170818
67471,2015-07-01,100,46158
67530,2015-07-01,45,23020.2
67711,2015-06-01,75,37485
67902,2015-06-01,15,8379
67990,2015-06-01,40,21187
68029,2015-07-01,12,7056
68053,2015-06-01,18,10055
68095,2015-08-01,2400,973516
68116,2015-06-01,10,5880
68156,2015-06-01,5,2100
68179,2015-09-01,37,19580.4
68314,2015-09-01,510,254898
68438,2015-08-01,29,14825
68776,2016-09-01,180,47040
68934,2015-06-01,10,3990
69037,2015-07-01,18,7560
69110,2015-07-01,10,2940
69217,2015-07-01,1,588
69248,2015-10-01,28,14818
69292,2016-10-01,40,13608
69390,2015-07-01,25,12495
69395,2015-07-01,135,71442
69444,2015-08-01,95,49626
69542,2015-08-01,350,154250
69856,2015-09-01,595,289856
69902,2015-10-01,250,108486
70031,2016-01-01,20,0
70040,2015-09-01,20,11760
70067,2015-10-01,55,30459
70091,2015-08-01,30,14994
70171,2015-10-01,170,93198
70322,2015-08-01,180,82026
70387,2016-02-01,25,2500
70480,2015-09-01,10,5880
70681,2015-10-01,202,84805
70697,2015-10-01,7,4033.68
70707,2015-09-01,20,11760
70739,2015-10-01,2065,665756
70849,2015-10-01,155,77763
70876,2017-03-01,30,12600
70878,2015-09-01,60,23681
71313,2015-11-01,15,6300
71348,2016-12-01,10,5880
71383,2015-09-01,13,0
71462,2015-12-01,35,19860
71539,2015-10-01,75,40019
71557,2015-09-01,132,67914
71851,2015-10-01,65,33438
71871,2015-10-01,350,150234
72043,2016-11-01,25,2500
72159,2015-10-01,125,62475
72184,2016-05-01,89,46907.7
72198,2015-11-01,6,3528
72253,2015-10-01,50,24990
72259,2015-10-01,3,1764
72270,2015-10-01,58,30353
72452,2015-10-01,125,60858
72647,2016-03-01,160,79924
72738,2016-03-01,52,28590
72800,2015-12-01,45,23814
72810,2016-02-01,30,14994
72812,2016-02-01,67,43117.2
72837,2015-11-01,20,11760
72838,2015-11-01,38,12464.4
72934,2015-11-01,10,4998
72977,2016-02-01,60,0
73155,2015-12-01,700,290472
73249,2016-05-01,3,1764
73259,2016-01-01,30,17199
73303,2015-11-01,20,9996
73330,2016-01-01,1750,382982.04000000004
73407,2016-02-01,60,29106
73563,2016-03-01,2600,751885
73710,2015-12-01,2,1176
73713,2016-01-01,2,1176
73739,2015-12-01,10,5880
74068,2016-10-01,0,0
74166,2015-12-01,165,80997
74291,2016-05-01,15,5355
74487,2016-02-01,62,32810.4
74496,2016-10-01,170,57855
74531,2016-01-01,50,0
74565,2016-03-01,41,15698
74779,2016-02-01,19,11172
74864,2016-01-01,3,1764
74939,2016-01-01,145,76662
74981,2016-03-01,130,46416
74987,2016-02-01,42,16490
75146,2016-01-01,100,49980
75223,2016-01-01,144,38314.08
75227,2016-03-01,215,126420
75431,2016-03-01,90,48179
75627,2016-03-01,15,7497
75808,2016-02-01,20,7770
75810,2016-02-01,185,87024
76628,2016-03-01,20,11760
76739,2016-03-01,15,8055.6
76918,2016-02-01,5,2499
77399,2016-03-01,8,4704
77683,2016-03-01,20,7980
77689,2016-03-01,1075,442470
77745,2016-03-01,35,20580
77746,2016-04-01,21,12307
77898,2016-05-01,20,11760
78426,2016-04-01,120,58485
78436,2016-03-01,29,11933.4
78723,2016-09-01,350,139944
79271,2016-03-01,15,7497
79468,2016-03-01,800,280251
79485,2016-03-01,295,113371
79500,2016-03-01,410,187776
79512,2016-05-01,110,61446
79812,2016-06-01,310,172176
80209,2016-06-01,53,31196
81297,2016-04-01,25,14749
81777,2016-12-01,600,178872
81807,2016-09-01,35,12936
82008,2016-06-01,3,1764
82080,2016-08-01,40,20242
82150,2017-03-01,300,117501
82607,2016-05-01,25,14295
82940,2017-04-01,15,7938
83718,2016-06-01,60,30517
83766,2016-06-01,32,17875
83883,2017-03-01,15,8379
84714,2016-07-01,20,9996
84925,2016-08-01,100,40740
84975,2016-06-01,40,19992
85150,2016-07-01,2,1176
85390,2016-07-01,26,2560
85526,2016-08-01,30,15876
85561,2016-09-01,540,224872
85816,2016-10-01,45,22491
87491,2016-09-01,4,2352
87857,2016-08-01,50,0
87994,2016-08-01,50,0
88084,2017-02-01,44,25872
88349,2016-08-01,750,255972
88351,2018-05-01,10,4900
88362,2016-08-01,30,0
88367,2016-10-01,60,35280
88371,2017-03-01,25,14700
88405,2017-09-01,26,13732
88414,2017-01-01,40,16800
89066,2016-09-01,20,11742
89093,2017-06-01,15,8379
89169,2017-06-01,10,3965
89186,2016-09-01,41,21697.2
89257,2016-09-01,80,43835
89636,2016-09-01,10,4998
93086,2017-11-01,0,33782
93614,2017-12-01,15,7938
100129,2017-06-01,2966,780593
100165,2018-02-01,42,18585
100281,2017-08-01,10,5915
100285,2018-06-01,20,7930
100305,2017-12-01,600,249277
100341,2017-10-01,500,204028
100361,2017-11-01,250,0
100381,2017-11-01,50,0
100581,2018-07-01,10,2828
100601,2018-03-01,10,5231
100621,2018-03-01,50,16857
100641,2018-03-01,100,51269
100672,2016-11-01,67,39396
100761,2018-06-01,10,2753
100841,2018-06-01,25,11013
100901,2018-09-01,120,58288
101044,2016-09-01,10,4012
101092,2016-09-01,204,99570
101652,2016-09-01,106,59944
102636,2017-01-01,40,20160
106596,2016-10-01,275,156057
107148,2016-11-01,15,8820
107644,2016-11-01,25,8064
108572,2016-12-01,250,117600
109376,2016-12-01,10,4900
109540,2016-12-01,100,47882
109608,2016-12-01,200,95050
109804,2016-12-01,10,5586
109860,2016-12-01,150,73977
109952,2017-01-01,1500,581483
110096,2017-02-01,130,73336
111364,2017-03-01,1700,716223
111408,2017-01-01,250,122546
113092,2017-02-01,330,163641
113108,2017-04-01,10,5175
114096,2017-03-01,300,115595
115180,2017-03-01,15,8820
115240,2017-03-01,30,17640
115408,2017-03-01,12,5040
115528,2017-03-01,11,6468
116232,2017-03-01,20,8591
116924,2017-05-01,35,20066
116944,2017-04-01,149,48347
118284,2017-05-01,20,11760
118348,2017-04-01,2,1163
122036,2017-09-01,50,20362
122624,2017-06-01,6,3528
123036,2018-03-01,30,15447
123380,2017-06-01,50,23520
123904,2017-09-01,26,10920
123996,2017-07-01,200,1e5
124076,2017-06-01,221,116953
124264,2017-07-01,80,33984
126064,2018-05-01,5,2940
126096,2017-08-01,10,5880
126264,2017-07-01,130,67799
127772,2017-09-01,95,33936
128348,2017-08-01,5,2940
128352,2017-12-01,75,35280
128872,2017-10-01,40,18333
130040,2017-10-01,30,16317
130072,2017-11-01,20,10087
130100,2017-09-01,6,1764
131160,2017-09-01,127,62391
131336,2017-09-01,50,29481
132388,2017-10-01,5,2940
132396,2017-10-01,80,41851
132868,2017-11-01,100,49980
132944,2017-11-01,30,14994
133012,2017-11-01,1,588
133240,2018-02-01,350,174370
133260,2018-03-01,2,1176
135024,2017-12-01,10,5886
135752,2017-12-01,1150,381341
136552,2017-12-01,50,17829
136768,2017-12-01,50,29400
136996,2018-01-01,15,8820
137304,2018-01-01,70,29364
137412,2017-12-01,50,0
137588,2017-12-01,50,0
138540,2018-05-01,30,20596
139624,2018-03-01,10,2940
140552,2018-02-01,10,2940
140784,2018-05-01,100,58800
143128,2018-07-01,0,0
143316,2018-03-01,473,132961
143784,2018-03-01,20,9996
143912,2018-04-01,1,588
144236,2018-07-01,0,0
144300,2018-05-01,680,299880
145200,2018-06-01,55,20948
145328,2018-05-01,10,2940
146152,2018-09-01,4,2758
146488,2018-08-01,15,8724
146636,2018-06-01,80,32400
146836,2018-04-01,170,67916
147904,2018-06-01,50,16820
147952,2018-05-01,20,10584
148016,2018-05-01,50,28224
148352,2018-07-01,50,18e3
148796,2018-07-01,10,2940
148816,2018-05-01,300,149940
148984,2018-07-01,150,37540
149404,2018-06-01,50,18e3
149628,2018-06-01,10,2940
149997,2017-05-01,1,357
149998,2017-03-01,50,15877
150001,2017-06-01,2125,69956
150002,2017-06-01,30,13216
150003,2017-06-01,50,16658
150004,2017-10-01,200,34408
150005,2017-12-01,10,2940
150006,2018-03-01,100,0
150007,2018-09-01,25,10953
150332,2018-07-01,3,1750
150700,2018-06-01,140,69908
150792,2018-06-01,5,2176
152124,2018-08-01,12,7056
152572,2018-07-01,25,2500
153000,2018-08-01,10,2940
153940,2018-09-01,10,2940
154556,2018-08-01,100,0
154848,2018-08-01,10,4704
155572,2018-09-01,30,17640
156452,2018-09-01,20,8702
156560,2018-09-01,50,17975
156608,2018-09-01,1,2176
1000008,2008-12-01,0,2340
1000032,2015-11-01,50,5130
1000033,2016-03-01,1e3,75600
5000000,2009-07-01,19,10003.5
5000001,2009-04-01,30,0
6664508,2010-07-01,25,2500
7000001,2008-03-01,27500,3003333.33
7000002,2006-09-01,2575,954751.46
7000003,2005-01-01,1755,722358
7000004,2007-11-01,2379,979008
7000005,2006-04-01,360,149910.92
7000006,2006-02-01,260,99397.45999999999
7000007,2008-01-01,7475,2261834
7000008,2008-04-01,705,271657.5
7000009,2007-02-01,75,7500
7000010,2008-09-01,25e3,1817880.01
7000011,2007-12-01,220,98532
7000012,2005-06-01,3652,1151294.76
7000013,2007-10-01,167,57246
7000014,2009-09-01,529,100047
7000015,2008-03-01,330,110880
7000016,2008-06-01,7550,1998602
7000017,2007-06-01,460,161827.16
7000018,2007-11-01,221,80611.5
7000019,2007-11-01,805,327323.75
7000020,2007-08-01,78,40028.1
7000021,2008-12-01,340,154188.27
7000022,2007-09-01,1800,544432.23
7000023,2010-11-01,340,154819
7000024,2006-11-01,1100,345425
7000025,2006-10-01,180,71280
7000026,2010-01-01,85,41685
7000027,2006-10-01,21,8190
7000029,2008-05-01,2305,936622
7000030,2005-09-01,500,201390
7000031,2007-02-01,16,5005.2
7000032,2008-06-01,19890,3856810
7000033,2009-07-01,4372,1670978
7000034,2006-04-01,56,36150
7000037,2008-08-01,318,137454
7000038,2007-04-01,9,7020
7000040,2005-12-01,444,217447
7000041,2006-08-01,60,17340
7000042,2006-08-01,75,36382.5
7000045,2008-10-01,150,62370
7000048,2008-10-01,27,9922.5
7000049,2006-03-01,2115,775226
7000050,2007-07-01,20,4560
7000051,2008-08-01,3175,468546
7000052,2009-05-01,76,26257.5
7000053,2008-01-01,643,304063
7000055,2007-08-01,400,133542
7000058,2008-11-01,151,18220.29
7000059,2008-08-01,40,7299.99
7000060,2007-12-01,270,158172
7000061,2006-08-01,18580,2227858
7000063,2006-04-01,270,109184
7000064,2008-05-01,55,22350
7000066,2006-12-01,30,6156
7000067,2005-09-01,5850,1939345.41
7000069,2008-09-01,75,31575
7000070,2006-10-01,150,51450
7000071,2007-07-01,40,20152.5
7000072,2007-09-01,81,32098.8
7000076,2010-04-01,100,48510
7000077,2009-09-01,250,113925
7000078,2008-03-01,1006,269293.76
7000080,2007-12-01,728,141786.25999999998
7000081,2007-11-01,888,371799
7000082,2005-04-01,18,14040
7000083,2005-03-01,7,5060
7000085,2007-09-01,1130,436441
7000086,2010-05-01,209,66138.72
7000087,2009-05-01,4,1260
7000088,2009-10-01,1520,666948
7000090,2007-09-01,300,89784
7000091,2010-09-01,6473,866109
7000092,2008-08-01,689,303849
7000093,2009-09-01,403,144585
7000094,2008-12-01,2485,476471
7000095,2007-12-01,725,282511.68
7000096,2010-07-01,2589,1025149
7000097,2010-09-01,185,90846
7000098,2010-01-01,2146,642978
7000099,2010-07-01,615,257470.5
7000100,2010-10-01,2155,761460
7000101,2007-08-01,4904,1140580
7000102,2010-03-01,1064,336996.66
7000105,2010-12-01,5643,1977397
7000106,2010-04-01,353,176694
7000107,2009-06-01,13250,212e4
7000108,2011-03-01,816,208736.36
7000112,2007-02-01,570,253679.5
7000114,2011-02-01,61,30345
7000115,2010-09-01,800,282196.5
7000117,2012-04-01,1500,617400
7000118,2011-01-01,1515,608053.5
7000119,2011-02-01,595,210667
7000120,2008-12-01,2700,757320.61
7000125,2007-04-01,180,24780
7000126,2004-07-01,1458,197840.69
7000127,2011-05-01,929,231880
